question,answer
Which number provides a voice server for offers and promos?,1199 Serveur vocal des offres et promos
What is the emergency number for SAMU (ambulance)?,190 Samu
What is the emergency number for the National Guard?,193 Garde Nationale
What is the emergency number for Police Assistance?,197 Police Secours
What is the emergency number for Civil Protection?,198 Protection Civile
What assistance is provided for these USSD codes and services?,Besoin d'aide ?
What is an eSIM and how does it relate to mobile network access?,Mobile Options & Services La eSIM est une carte SIM virtuelle intégrée dans des smartphones compatibles . Activez la eSIM sur votre smartphone pour accéder au réseau mobile et bénéficier des avantages de votre offre mobile.
What is a key advantage of using an eSIM for network connection?,Connectez-vous au réseau Tunisie Telecom en scannant simplement un QR code!
What does 'Multi-SIM' capability with eSIM allow?,Multi-SIM Bénéficiez de plusieurs offres mobiles sur un même smartphone
How can new or existing Tunisie Telecom customers obtain an eSIM?,Vous êtes nouveau client ou déjà client Tunisie Telecom ? Il vous suffit de vous adresser à l’Espace de Tunisie Telecom le plus proche et de demander votre eSIM.
What are the steps to configure an eSIM on an iOS device?,eSIM sur IOS Vérifier que votre smartphone est connecté à Internet ou au WI-FI. Aller dans « Réglages » Cliquer sur « Données cellulaires » Cliquer sur« Ajouter une carte eSIM » Cliquer sur « Utiliser un code QR » Scanner le « code QR »
What are the steps to configure an eSIM on an Android device?,eSIM sur Android Vérifier que votre smartphone est connecté à Internet ou au WI-FI. Aller dans « Paramètres » Cliquer sur « connexions » Choisir « Gestionnaire SIM » Cliquer sur « Ajout d’une eSIM » Scanner le « code QR »
Who is eligible to benefit from the eSIM offer?,Tous les clients Particuliers et Entreprises peuvent bénéficier de la eSIM
Can the eSIM activation QR code be reused multiple times?,Le QR code d'activation de votre eSIM peut être scanné gratuitement autant de fois que vous le souhaitez sur vos smartphones compatibles.
What must be done if a customer wants to use their eSIM on a new device?,"Si vous changez d'appareil, vous devez tout d'abord désinstaller manuellement votre carte eSIM de l'appareil sur lequel elle est actuellement utilisée avant de pouvoir l'installer sur un nouvel appareil."
Is help available regarding the eSIM service?,Besoin d'aide ?
What does the Portability service allow customers to do?,"Mobile Options & Services QU’EST-CE QUE LE SERVICE PORTABILITÉ ? Les offres et services Tunisie Telecom vous tentent, mais vous souhaitez garder votre numéro? Vous pouvez bénéficier des offres Tunisie Telecom, avec et sans abonnement, tout en conservant votre numéro actuel."
How simple is the operation to port a number to Tunisie Telecom?,"L’opération est toute simple, visitez notre Espace TT et on s’occupe de transférer votre numéro de votre ancien opérateur."
What is the first step to benefit from the Portability service and keep your number?,"Présentez votre code RIO à notre chargé de clientèle: En composant gratuitement *172# vous recevez un message avec votre identité, votre période d’engagement et votre code RIO (relevé d’identité opérateur)"
What is the second step in the number portability process at an Espace TT?,Remplissez le formulaire de portabilité: En choisissant l’offre qui vous convient ou bien le forfait le plus adéquat à votre profil.
What is the third step in the number portability process and how long does SIM activation take?,Demandez votre carte SIM TT: Cette carte SIM sera activée dans un délai de 6 jours à partir de la date de votre demande.
What happens to the old operator's number during the portability waiting period?,"Et pendant ce délai, le numéro de votre ancien opérateur restera actif."
How will the customer be informed about the progress of their number porting request?,"Vous recevrez un SMS de notre part sur le numéro de votre ancien opérateur confirmant votre éligibilité, la date et l'heure de transfert de votre numéro."
What happens once the number transfer to Tunisie Telecom is complete?,"Une fois le transfert effectué, vous pourrez alors passer et recevoir des appels, avec votre numéro, exactement comme avant."
Does Tunisie Telecom handle all other steps for number portability?,"ET TUNISIE TELECOM S’OCCUPE DE TOUT! Pour votre tranquillité, nous nous occupons de toutes les autres étapes afin d’assurer la portabilité de votre numéro."
"What verifications should a customer perform to ensure successful number portability (line status, ongoing requests)?","Toutefois, pour garantir le succès de l’opération, nous vous prions d’effectuer les vérifications suivantes : Assurez-vous au préalable que votre ligne n’a pas été résiliée et qu’aucune autre demande de portabilité n'est en cours"
What should be verified regarding customer coordinates for number portability?,vérifiez que vos coordonnées sont les mêmes que celles communiquées à votre opérateur d’origine reçues suite *172#
What should be checked regarding contractual engagement with the current operator before porting?,Assurez-vous que votre ligne avec votre opérateur actuel n’est pas soumise à un engagement
Who can be contacted for more information about number portability and what is the call cost?,Pour plus d’information contactez notre service clientèle sur le 1298 (50mil/Appel).
What network does the portability service encourage customers to join?,Rejoignez le meilleur réseau
Is there assistance available for the portability service?,Besoin d'aide ?
What is the My TT application and on which platforms is it available?,"Mobile Options & Services L'application My TT, disponible sur iOS et Android, vous permet de gérer vos lignes en un seul clic !"
What information does the My TT application display about a user's account?,"Elle vous indique, sous forme de rectangles de couleur, votre solde, vos points de fidélité Kelma et le volume de surf restant dans votre forfait."
What are the general advantages of using the My TT application?,"Votre application My TT, vous permet de: Suivre votre consommation: Voix et Data. Accéder aux détails de vos offres et forfaits. Gérer, activer/désactiver des options et/ou des services. Consulter et convertir vos points de fidélité Kelma. Accéder à la rubrique assistance. Accéder à la liste des espaces TT et localiser le plus proche."
What is the overall purpose of the My TT application for users?,My TT est votre allié idéal pour toujours garder le contrôle !
How can a user get the My TT application?,"COMMENT ACTIVER ""MY TT"" ? Téléchargez My TT Gratuitement et découvrez-la sur la plateforme correspondant à votre smartphone: Pour la télécharger cliquer ici"
How can a user with an existing 'Mon Compte TT' account access the 'My TT' application?,Si vous disposez déjà d'un compte « Mon Compte TT » : utilisez les mêmes paramètres (login/mot de passe) pour accéder à l'application « My TT ».
How can a user without a 'Mon Compte TT' account create one to access the 'My TT' application?,Si vous ne disposez pas de compte « Mon Compte TT »: cliquez sur « S'inscrire ici » et introduisez votre numéro de téléphone. Vous recevrez ainsi un SMS contenant un code. Ce code vous servira à finaliser la création de votre compte et accéder à l'application.
Is there a cost associated with using the My TT application?,TARIFICATION L’utilisation de l’application My TT est Gratuite.
Is help offered for the My TT application?,Besoin d'aide ?
What is the purpose of the 'El 3échra' forfaits?,Mobile Options & Services Activez un forfait et communiquer avec votre numéro préféré en toute tranquillité ! Tunisie Telecom enrichie ses forfaits et options par le lancement des nouveaux forfaits « El 3échra »
"How many favorite numbers can each 'El 3échra' forfait be used with, and what is the daily call limit?",Chaque forfait est valable vers un seul numéro favori qui peut être tous réseaux à raison de 1 heure par jour.
What are the details of the 4-hour 'El 3échra' forfait?,4 H Tarif 1 DT valable 4 Jours *107*1#
Can you describe the 10-hour 'El 3échra' forfait?,10 H Tarif 2.3 DT valable 10 Jours *107*2#
What does the 20-hour 'El 3échra' forfait offer?,20 H Tarif 4.6 DT valable 20 Jours *107*3#
What is the USSD code to track 'El 3échra' forfaits?,code suivi : *107*4#
What assistance is available for 'El 3échra' forfaits?,Besoin d'aide ?
What is the purpose of the Sajalni platform?,"EN QUOI CONSISTE LE SERVICE SAJALNI? La plateforme Sajalni permet l'identification des terminaux mobiles (Téléphones et Tablettes) connectés sur le réseau national des Télécommunications, visant ainsi à protéger le consommateur Tunisien contre les phénomènes de : Vol des terminaux Mobiles ; Contrefaçon ; Importation illégale ; Commercialisation des terminaux Mobiles non conformes aux spécifications techniques tunisienne (acquis par les voies illégales)."
What was the objective of the transitional period of Sajalni (until 31/01/2021)?,Période transitoire : Information et Sensibilisation jusqu'au 31/01/2021 Cette phase consiste à la sensibilisation et l'incitation des clients TT afin de :
"During the Sajalni transitional period, how could customers register their unused mobile terminals?","Enregistrer leurs terminaux mobiles non utilisés, pour cela il suffit d'insérer une carte SIM dans tous les emplacements SIM au moins une fois puis allumer le terminal."
How could customers verify the homologation of a mobile terminal before purchasing it during the Sajalni transitional period?,Vérifier l'homologation d'un terminal mobile avant de l'acheter soit En composant gratuitement le code USSD *999*2# ? Introduire les 14 premiers chiffres du numéro IMEI puis les six derniers caractères du numéro de série. Directement via le portail https://www.sajalni.tn
What happened to active phones and tablets during the Sajalni transitional period?,"Durant cette période transitoire, tous les téléphones et tablettes actifs (détectés sur les réseaux en Tunisie) seront automatiquement enregistrés."
How could customers check if their mobile phone/tablet was registered during the Sajalni program?,"Pour vérifier si votre téléphone mobile/Tablette est enregistré ou non, il suffit de composer *999*1#."
What happens to illegally acquired or counterfeit mobile terminals starting from 01/02/2021 under the Sajalni program?,Période d'exploitation: Activation du Service Sajalni à partir du 01/02/2021 : Tout terminal mobile acquis par les voies illégales ou de contrefaçon sera bloqué et ne pourra pas fonctionner sur le réseau national des Télécommunications.
"What is the process for individually imported mobile terminals if a local SIM card is inserted, according to the Sajalni program?","Tout client ayant importé individuellement un terminal mobile et s'il décide d'insérer une carte SIM locale, il disposera d'un accès temporaire au réseau ne dépassant pas les 30 jours. Durant cette période,  l'enregistrement du terminal mobile est obligatoire via le portail https://sajalni.tn . Dépassé ce délai, le terminal sera bloqué."
Are terminals imported in Roaming mode affected by the Sajalni registration obligation?,Les terminaux importés en mode Roaming ne sont pas concernés par cette obligation d'enregistrement
Is there a cost for using the Sajalni mobile terminal verification service?,"SAJALNI, COMBIEN ÇA COÛTE ? Le service de vérification des terminaux Mobile est proposé GRATUITEMENT à tous les clients Mobile."
